34;35;0.5574454229735888
34;36;0.42748066817165875
34;37;0.27496979558620105
34;38;0.11899424511853436
34;39;0.1640620464578995
34;40;0.5141919945751761
34;41;0.32623397317620706
34;42;0.05738309851325394
34;43;0.10279358351310718
34;44;0.3898469453529565
34;45;0.26589203265474215
34;46;0.39833965284052375
34;47;0.0886845780857077
34;48;0.07663518759519375
34;49;0.40816580529621793
34;50;0.3285464526751158
34;51;0.12451398553507122
34;52;0.306497214908919
34;53;0.15662108715198483
34;54;0.2812384790635794
35;36;0.36861756060498113
35;37;0.12318616090762241
35;38;0.4256759985622491
35;39;0.3929779386721287
35;40;0.5588498439840187
35;41;0.198173571308705
35;42;0.2999628033037399
35;43;0.26752241649925307
35;44;0.2892663575628751
35;45;0.20427754679117616
35;46;0.2421510373870316
35;47;0.18102273980139505
35;48;0.22080517639708064
35;49;0.2367608185701568
35;50;0.31382484861745896
35;51;0.15453621561676364
35;52;0.28794938848045193
35;53;0.11499210007057821
35;54;0.24799363076926162
36;37;0.29355796457221217
36;38;0.3245174688189435
36;39;0.31472386939373387
36;40;0.4926857054900182
36;41;0.5590340034487198
36;42;0.04364065070800451
36;43;0.10741965169631988
36;44;0.3425586135170787
36;45;0.2485091567191359
36;46;0.4072644510311949
36;47;0.10752156717369984
36;48;0.03776872748521094
36;49;0.45601154462049803
36;50;0.3026910371287933
36;51;0.09342468643038497
36;52;0.10799436722256765
36;53;0.11013856405653569
36;54;0.21435584784137585
37;38;0.10969320004219299
37;39;0.08339424731768601
37;40;0.055514966822940916
37;41;0.3227019952919394
37;42;0.10394011064983984
37;43;0.14179870816049153
37;44;0.2565770239609503
37;45;0.3913974463120696
37;46;0.24113979118857298
37;47;0.3391110595663497
37;48;0.07525602113276435
37;49;0.15596767143108595
37;50;0.036591499601421267
37;51;0.13170141997340773
37;52;0.0703625404785943
37;53;0.1380625298907628
37;54;0.2291614855238564
38;39;0.007655102027528669
38;40;0.47816542333906853
38;41;0.2530738356886759
38;42;0.09762993972389308
38;43;0.16076243235629734
38;44;0.264947612311136
38;45;0.20366430337177382
38;46;0.17688824556066435
38;47;0.2267508779475933
38;48;0.28748752675664946
38;49;0.33154332199434566
38;50;0.18016579700674798
38;51;0.11776869092515477
38;52;0.3112903290544544
38;53;0.24464519170704416
38;54;0.10390645299489765
39;40;0.20618961461821592
39;41;0.04229320285986713
39;42;0.06039127345421515
39;43;0.2483444972288668
39;44;0.09912474854094913
39;45;0.12916412113922465
39;46;0.054686532814817654
39;47;0.020833200303838055
39;48;0.018618920246106063
39;49;0.06648268530922226
39;50;0.09327283424970334
39;51;0.007880935348386787
39;52;0.08397790974920417
39;53;0.059491549783367736
39;54;0.11390483189017969
40;41;0.019690663083859677
40;42;0.2584188149622005
40;43;0.06289020284467142
40;44;0.4275094320410465
40;45;0.460498145891295
40;46;0.3844152299856933
40;47;0.32691596474937323
40;48;0.1438414635833782
40;49;0.47317547400237325
40;50;0.0408508773553617
40;51;0.2712541466278149
40;52;0.14940077934439627
40;53;0.1502241256396557
40;54;0.40335458840738125
41;42;0.1639508656086054
41;43;0.11319749304232693
41;44;0.1085030019565722
41;45;0.48747218427500094
41;46;0.23941761550580754
41;47;0.0698696445642603
41;48;0.08445777396780609
41;49;0.26442732149024606
41;50;0.12773652394041515
41;51;0.27732280246562946
41;52;0.30226119084142294
41;53;0.25956327757577907
41;54;0.2579305675193898
42;43;0.057069405649247354
42;44;0.1822543340708653
42;45;0.22753285955184768
42;46;4.949092635058585E-4
42;47;0.23976366439362695
42;48;0.036700227136874174
42;49;0.018819333832399456
42;50;0.036382386571020504
42;51;0.18579055091779087
42;52;0.172574355808363
42;53;0.05236246078201298
42;54;0.0876198286947672
43;44;0.3759364028687824
43;45;0.3361892541622227
43;46;0.2188073644127424
43;47;0.18489425001200796
43;48;0.06542804303813272
43;49;0.13222977946410489
43;50;0.2435085460568584
43;51;0.1764350576568569
43;52;0.06726854776150545
43;53;0.11042467790177096
43;54;0.23610398871411303
44;45;0.265976051322972
44;46;0.2884693093150026
44;47;0.24327463758509105
44;48;0.11237428724834944
44;49;0.11940138950885622
44;50;0.2604968177930547
44;51;0.19416798646791145
44;52;0.22692638215700525
44;53;0.21913487840443133
44;54;0.046865406726258725
45;46;0.17956961709757158
45;47;0.13787760256456083
45;48;0.07901650871321905
45;49;0.20589021838222332
45;50;0.4511394170250719
45;51;0.518063881966013
45;52;0.48536181817529817
45;53;0.3561302924791688
45;54;0.6605975569273835
46;47;0.06744391211374162
46;48;0.1407748503671235
46;49;0.23516646994179152
46;50;0.18208903538311882
46;51;0.03304175247055398
46;52;0.18811310087042754
46;53;0.3776639771980529
46;54;0.3209176185595026
47;48;0.12311601608454922
47;49;0.09877040133499239
47;50;0.07053465465801731
47;51;0.3331118082276088
47;52;0.10683261964973563
47;53;0.1339299315642381
47;54;0.13717316116841088
48;49;0.19671304758661318
48;50;0.18943363818304873
48;51;0.2297504938935865
48;52;0.1036633547856958
48;53;0.1749132817730614
48;54;0.2655866831988559
49;50;0.16093537624443183
49;51;0.1501213589054338
49;52;0.05770633272473502
49;53;0.14526288021525646
49;54;0.057484033008828095
50;51;0.13788451894882092
50;52;0.23694192795376456
50;53;0.24646785890337777
50;54;0.3010729797708161
51;52;0.33388430409073927
51;53;0.11535261336655563
51;54;0.04323742249999667
52;53;0.2175707918756662
52;54;0.09919687173273839
53;54;0.05609779567546472
1;2;0.2884294918954885
1;3;0.27320850577961936
1;4;0.22145376686083246
1;5;0.3068460328405347
1;6;0.06537285854051351
1;7;0.3847829050722953
1;8;0.3542646500687252
