1;0.11292681562152942
2;0.12561610039753243
3;0.2978193046747003
4;0.15810811318562776
5;0.11948063610903659
6;0.04526346773777467
7;0.05617538650177652
8;0.3494976177878285
9;0.10825396689807228
10;0.07986293762834715
11;0.044614241186052075
12;0.12364675284036694
13;0.022911082483348708
14;0.004924434630971978
15;0.15912105759611378
16;0.12725314450994343
17;0.12898831346549894
18;0.059257849649004116
19;0.07595996224271323
20;0.11118731146410787
21;0.09778077187527093
22;0.22951222326770743
23;0.07503683169362435
24;0.005849801640121863
25;0.14650466734568063
26;0.20097400377852662
27;0.11501714935114242
28;0.15514287699427406
29;0.022947343929108084
30;0.060712585581952826
31;0.09661451139270102
32;0.040217107546878406
33;0.25566398264308743
34;0.01727256706947103
35;0.03971419210696695
36;3.5945731516902037E-4
37;0.12859415334051533
38;0.17324086112731024
39;0.08165864972096637
40;0.17857693507836223
41;0.14082657357699202
42;0.07106562318132177
43;0.17629733168335182
44;0.032778624691637004
45;0.051534748822756236
46;0.27344552383254894
47;0.06883701357410474
48;0.03267699249541349
49;0.01592954308592854
50;0.12132278553957232
51;0.12605409169069717
52;0.16724419598503357
53;0.028155467478555282
54;0.00698348037887159
