1;0.41815250498672746
2;0.16078281400035604
3;0.16326003331109754
4;0.19023912486300326
5;0.12798149505287146
6;0.05664140446135744
7;0.14662984842078117
8;0.16925077533139815
9;0.2967832323263972
10;0.01753036062464334
11;0.29460147362932154
12;0.24825869221374317
13;0.09637038782165742
14;0.3206482820681139
15;0.3745637744557867
16;0.14681832256779845
17;0.21261631221633875
18;0.06816946100749369
19;0.12897914808439398
20;0.06717370251753241
21;0.09609841301546138
22;0.39347300774247745
23;0.4039034255154269
24;0.018023534715606214
25;0.16251700842145117
26;0.36516713250806787
27;0.07745234944805102
28;0.20873432975876072
29;0.08438799936496567
30;0.29909591140779257
31;0.10392856439517115
32;0.1034039998834346
33;0.5397099052668998
34;0.3680397223785019
35;0.11827875548660742
36;0.33774865239261465
37;0.2318511331530913
38;0.22611010131992218
39;0.01824297845114576
40;0.3524953115707815
41;0.23334627627985513
42;0.09253560415929227
43;0.18236480966883667
44;0.15459195573638262
45;0.41376967596608505
46;0.3361102351500897
47;0.02752493200373876
48;0.11673971173147242
49;0.2591618190006191
50;0.10283954714742223
51;0.03328645633916564
52;0.1359767199784832
53;0.10476717052281023
54;0.4565811603429163
